,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
91808,House,3600000,Harbanspura,Lahore,Punjab,31.575684000000003,74.423604,0,For Sale,3,2019-06-26,Hamza Estate & Builders,"Haji Muhammad Tufail, Muhammad Irfan, Muhammad Adnan, Ali Baba",2.0
91809,House,8500000,Bahria Nasheman,Lahore,Punjab,31.320464,74.400222,3,For Sale,3,2019-06-25,Mian Arshad Associates,Mian Bilal,5.0
91810,House,8800000,Bahria Nasheman,Lahore,Punjab,31.320464,74.400222,3,For Sale,3,2019-06-25,Mian Arshad Associates,Mian Bilal,5.0
91812,House,39500000,DHA Defence,Lahore,Punjab,31.478672,74.473186,6,For Sale,5,2019-06-19,Syed Brothers (Pvt) Ltd. (Ph: 5 DHA),Imran Anwar,20.0
91813,House,23000000,Faisal Town,Lahore,Punjab,31.483722,74.30000799999999,6,For Sale,5,2019-06-19,Hotline Associates,Jamil Ch Ehsan Ch,10.0
91814,House,29000000,DHA Defence,Lahore,Punjab,31.487345,74.39538,6,For Sale,5,2019-06-25,Mir Hadi Estate & Builders,Muhammad Khurram,20.0
91815,House,6900000,Sheikh Colony,Faisalabad,Punjab,31.411157608032,73.044570922852,3,For Sale,3,2019-06-19,Self,Self,3.0
91816,House,12500000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,5.0
91817,House,20000000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,7.0
91818,House,25000000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,10.0
91819,House,40000000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,15.0
91820,House,10000000,Canal Road,Faisalabad,Punjab,31.429527,73.155627,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,5.0
91821,House,50000000,Canal Road,Faisalabad,Punjab,31.429527,73.155627,0,For Sale,0,2019-06-19,Al Falah Property Centre,Mian Naeem Shahzad,7.0
91822,House,67500000,Madina Town,Faisalabad,Punjab,31.41764,73.120401,0,For Sale,0,2019-06-19,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",20.0
91823,House,26000000,Saeed Colony,Faisalabad,Punjab,31.434925,73.129199,0,For Sale,0,2019-06-19,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",13.0
91824,House,21500000,Officers Colony,Faisalabad,Punjab,31.429589,73.142782,0,For Sale,0,2019-06-19,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",10.0
91825,House,21000000,Officers Colony,Faisalabad,Punjab,31.429589,73.142782,0,For Sale,0,2019-06-19,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",10.0
91826,House,3400000,Islamabad Highway,Rawalpindi,Punjab,33.600268,73.12944300000001,4,For Sale,3,2019-06-20,Abish Property & Builders,Muhammad kashif,2.0
91827,House,3600000,Islamabad Highway,Rawalpindi,Punjab,33.600268,73.12944300000001,2,For Sale,2,2019-06-20,Abish Property & Builders,Muhammad kashif,2.0
91828,House,3000000,Islamabad Highway,Rawalpindi,Punjab,33.600268,73.12944300000001,2,For Sale,2,2019-06-20,Abish Property & Builders,Muhammad kashif,2.0
91829,House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,6,For Sale,5,2019-07-01,VIP Properties,Moazam Ali,7.0
91830,House,5500000,Rail View Housing Society,Rawalpindi,Punjab,33.596886,73.11965699999999,3,For Sale,2,2019-06-20,Abish Property & Builders,Muhammad kashif,5.0
91831,House,10000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,4,For Sale,3,2019-06-20,Z. N Builders & Real Estate,Muhammad Zeeshan,5.0
91832,House,3700000,Rail View Housing Society,Rawalpindi,Punjab,33.596886,73.11965699999999,2,For Sale,2,2019-06-20,Abish Property & Builders,Muhammad kashif,2.0
91833,House,9000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,3,For Sale,2,2019-06-20,Self,Self,5.0
91834,House,5000000,Gulistan Colony,Rawalpindi,Punjab,33.56904,73.095295,2,For Sale,2,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,3.0
91835,House,10500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,4,For Sale,3,2019-06-27,VIP Properties,Moazam Ali,5.0
91836,Farm House,24600000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,10,For Sale,11,2019-06-20,Self,Self,820.0
91837,House,2600000,Dhoke Syedan,Rawalpindi,Punjab,33.526416,72.644958,0,For Sale,0,2019-06-20,Raja Associates,"Raja Kamran Mehmood, Waseem Abbasi, Amir Khan",3.0
91838,House,5000000,Dhoke Syedan,Rawalpindi,Punjab,33.526416,72.644958,0,For Sale,0,2019-06-20,Raja Associates,"Raja Kamran Mehmood, Waseem Abbasi, Amir Khan",5.0
91839,House,3800000,Dhoke Syedan,Rawalpindi,Punjab,33.526416,72.644958,0,For Sale,0,2019-06-20,Raja Associates,"Raja Kamran Mehmood, Waseem Abbasi, Amir Khan",3.0
91840,House,6000000,Dhoke Syedan,Rawalpindi,Punjab,33.526416,72.644958,0,For Sale,0,2019-06-20,Raja Associates,"Raja Kamran Mehmood, Waseem Abbasi, Amir Khan",5.0
91841,House,3000000,Girja Road,Rawalpindi,Punjab,33.564923,72.993558,0,For Sale,0,2019-06-20,Raja Associates,"Raja Kamran Mehmood, Waseem Abbasi, Amir Khan",5.0
91842,House,2475000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,3,For Sale,2,2019-06-20,Self,Self,3.0
91843,Flat,42000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,3,For Rent,3,2019-06-20,Kashif. A Associate,Tanzel REHAN,10.0
91844,Flat,65000,DHA Defence,Karachi,Sindh,24.824083,67.062112,3,For Rent,3,2019-06-20,Bhatti Estate & Builders,Zubair Ahmed Bhatti Hamza Asif,8.9
91846,House,100000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,0,For Sale,0,2019-06-21,Naveen Associates,Masood Ali,24.0
91847,Upper Portion,6500000,North Karachi,Karachi,Sindh,24.952935,67.066265,3,For Sale,3,2019-07-01,Imran Estate,"Imran Ahmed, Zohaib",4.8
91848,Flat,4200000,North Nazimabad,Karachi,Sindh,24.925361,67.039089,2,For Sale,2,2019-07-01,Imran Estate,"Imran Ahmed, Zohaib",4.0
91849,Flat,4300000,North Nazimabad,Karachi,Sindh,24.94474,67.0575,2,For Sale,2,2019-07-01,Imran Estate,"Imran Ahmed, Zohaib",4.2
91850,House,66000000,DHA Defence,Karachi,Sindh,24.842983,67.065697,6,For Sale,6,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,20.0
91851,Flat,8000000,DHA Defence,Karachi,Sindh,24.834337,67.055397,2,For Sale,2,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,4.0
91852,House,30000000,DHA Defence,Karachi,Sindh,24.842983,67.065697,4,For Sale,4,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,5.5
91853,Flat,9500000,DHA Defence,Karachi,Sindh,24.834337,67.055397,2,For Sale,2,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,3.8
91854,House,86000000,DHA Defence,Karachi,Sindh,24.834337,67.055397,4,For Sale,4,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,26.0
91855,House,112500000,DHA Defence,Karachi,Sindh,24.834337,67.055397,0,For Sale,0,2019-06-21,Altaf Associates,Altaf Hussain / Ashfaq qurashi,40.0
91856,Flat,47000000,Sea View Apartments,Karachi,Sindh,24.791838,67.044668,3,For Sale,3,2019-06-21,Exact Properties,Adeel Farooq,10.2
91857,Upper Portion,3500000,Dastgir Colony,Karachi,Sindh,24.925717,67.077208,2,For Sale,2,2019-06-20,Self,Self,2.4
91858,House,8200000,New Karachi,Karachi,Sindh,24.987886,67.06333599999999,0,For Sale,0,2019-06-20,Asif Estate,M. Azeem,3.2
91859,House,9000000,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,24.94225,67.02424,4,For Sale,8,2019-06-20,Self,Self,5.0
91860,Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,2,For Sale,2,2019-06-21,Laraib Real Estate,Ataullah Qureshi,4.0
91861,Flat,3500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,2,For Sale,2,2019-06-20,Laraib Real Estate,Ataullah Qureshi,3.1
91862,Flat,11500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,2019-06-19,Laraib Real Estate,Ataullah Qureshi,9.8
91863,Flat,7500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,5.6
91864,Flat,7800000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,5.6
91865,Flat,2100000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,1,For Sale,1,2019-06-20,Laraib Real Estate,Ataullah Qureshi,1.8
91866,Flat,14000000,Gulistan-e-Jauhar,Karachi,Sindh,24.923142,67.134826,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,8.0
91867,Lower Portion,8000000,Gulistan-e-Jauhar,Karachi,Sindh,24.920408,67.139473,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,8.0
91868,Flat,4000000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,2,For Sale,2,2019-06-21,Laraib Real Estate,Ataullah Qureshi,4.2
91869,Flat,2300000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,1,For Sale,1,2019-06-20,Laraib Real Estate,Ataullah Qureshi,2.2
91870,Flat,5500000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,6.0
91871,Flat,7500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,2019-06-20,Shalimar Estate & Marketing,Tanveer Khan,5.3
91872,Lower Portion,9500000,Gulistan-e-Jauhar,Karachi,Sindh,24.920408,67.139473,3,For Sale,3,2019-06-21,Laraib Real Estate,Ataullah Qureshi,8.0
91873,Flat,2600000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,2,For Sale,2,2019-06-20,Laraib Real Estate,Ataullah Qureshi,3.1
91875,Upper Portion,9000000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,2,For Sale,2,2019-06-21,Laraib Real Estate,Ataullah Qureshi,4.8
91876,House,3600000,Korangi,Karachi,Sindh,24.832078,67.129869,2,For Sale,4,2019-06-20,Self,Self,4.8
91877,House,8000000,Korangi,Karachi,Sindh,24.817744,67.10504300000001,5,For Sale,5,2019-06-21,Estate Professionals,Muhammad Fasih Shahzad,3.2
91878,Farm House,140000000,Bahria Town Karachi,Karachi,Sindh,25.021938,67.329362,0,For Sale,0,2019-06-21,Bawany Builder & Realtor,Bawany. co,388.0
91879,Farm House,90000000,Bahria Town Karachi,Karachi,Sindh,25.021938,67.329362,0,For Sale,0,2019-06-28,Bawany Builder & Realtor,Bawany. co,120.0
91880,House,25000000,Bahria Town Karachi,Karachi,Sindh,25.00574,67.316385,4,For Sale,4,2019-06-27,Bawany Builder & Realtor,Bawany. co,14.0
91881,House,10500000,Bahria Town Karachi,Karachi,Sindh,25.113565,67.353811,3,For Sale,3,2019-06-27,Bawany Builder & Realtor,Bawany. co,8.0
91882,House,19500000,Bahria Town Karachi,Karachi,Sindh,25.005301,67.30881,3,For Sale,3,2019-06-27,Bawany Builder & Realtor,Bawany. co,8.0
91883,House,15500000,Bahria Town Karachi,Karachi,Sindh,25.009119,67.307179,3,For Sale,3,2019-06-21,Bawany Builder & Realtor,Bawany. co,6.1
91884,House,20000000,Bahria Town Karachi,Karachi,Sindh,25.140001,67.359238,4,For Sale,4,2019-06-27,Bawany Builder & Realtor,Bawany. co,14.0
91885,House,20000000,Bahria Town Karachi,Karachi,Sindh,25.140001,67.359238,4,For Sale,4,2019-06-21,Bawany Builder & Realtor,Bawany. co,14.0
91886,Flat,6000000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,2,For Sale,2,2019-06-27,Bawany Builder & Realtor,Bawany. co,4.2
91887,Flat,8200000,Khalid Bin Walid Road,Karachi,Sindh,24.874922,67.057322,0,For Sale,0,2019-06-21,Ganatra Properties,Kamran Ganatra,7.8
91888,Flat,11500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.899565,67.081322,0,For Sale,3,2019-06-21,Ganatra Properties,Kamran Ganatra,6.0
91889,House,210000000,DHA Defence,Karachi,Sindh,24.834337,67.055397,7,For Sale,7,2019-06-21,Property Guides Consultant Builders & Real Estate,Nadeem Nazir,36.0
91890,House,80000000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,6,For Sale,6,2019-06-21,Property Guides Consultant Builders & Real Estate,M Sarwar,12.0
91891,House,65000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,4,For Sale,4,2019-06-21,Exact Properties,Adeel Farooq,12.0
91892,House,7500000,Dalmia Cement Factory Road,Karachi,Sindh,24.903908,67.102623,2,For Sale,5,2019-06-21,Self,Self,3.2
91893,House,32500000,Gulistan-e-Jauhar,Karachi,Sindh,24.929719,67.130363,7,For Sale,7,2019-06-21,INNOVIUS Real Estate,Shahzad khan,9.6
91894,House,42500000,North Nazimabad,Karachi,Sindh,24.948476,67.059474,0,For Sale,0,2019-06-20,Baig Associates,Ibrahim sheikh,16.0
91895,House,45000000,North Nazimabad,Karachi,Sindh,24.948476,67.059474,0,For Sale,6,2019-06-20,Baig Associates,Ibrahim sheikh,16.0
91896,House,40000000,North Nazimabad,Karachi,Sindh,24.948476,67.059474,0,For Sale,6,2019-06-20,Baig Associates,Ibrahim sheikh,10.2
91897,House,45000000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,0,For Sale,6,2019-06-20,Baig Associates,Ibrahim sheikh,9.6
91898,House,26000000,North Nazimabad,Karachi,Sindh,24.942561,67.042007,0,For Sale,0,2019-06-21,Baig Associates,Ibrahim sheikh,8.0
91899,House,75000000,Clifton,Karachi,Sindh,24.832545,67.035949,6,For Sale,5,2019-06-21,Faisal Estate,Muhammad Faisal,10.0
91900,House,17000000,Malir,Karachi,Sindh,24.91059,67.18576999999999,4,For Sale,4,2019-06-21,Ali Estate Agency,Ali Rao,4.8
91901,Flat,9000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,3,For Sale,1,2019-07-01,Bismillah Associates,Syed Farrukh Iqbal,4.6
91902,Upper Portion,30000000,Shahra-e-Qaideen,Karachi,Sindh,24.872849,67.03842399999999,3,For Sale,3,2019-06-20,Bilwany Associates,Zeeshan Bilwany,8.9
91903,Upper Portion,140000,DHA Defence,Karachi,Sindh,24.834337,67.055397,3,For Rent,3,2019-06-20,Altaf Associates,Altaf Hussain / Ashfaq qurashi,40.0
91904,Upper Portion,150000,DHA Defence,Karachi,Sindh,24.842983,67.065697,3,For Rent,3,2019-07-04,Bismillah Associates,Syed Farrukh Iqbal,24.0
91905,House,22000,Gadap Town,Karachi,Sindh,25.004868,67.041096,3,For Rent,3,2019-06-19,Shalimar Estate & Marketing,Tanveer Khan,6.4
91907,House,125000,Gulistan-e-Jauhar,Karachi,Sindh,24.920965,67.122366,6,For Rent,5,2019-06-20,Land Trust Real Estate,Mairaj Uddin,16.0
91908,Flat,35000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,3,For Rent,3,2019-06-20,Land Trust Real Estate,Mairaj Uddin,5.6
91909,Lower Portion,24000,Nazimabad,Karachi,Sindh,24.916721,67.031622,1,For Rent,3,2019-06-20,Self,Self,5.3
91910,Flat,125000,Sea View Apartments,Karachi,Sindh,24.791838,67.044668,3,For Rent,3,2019-06-20,UR Property,Mahmood Karim,10.2
91911,Flat,30000,DHA Defence,Karachi,Sindh,24.81455,67.070672,2,For Rent,2,2019-06-20,Estate Inn,Waseem Siddique,4.4
91913,House,550000,DHA Defence,Karachi,Sindh,24.810265,67.043552,5,For Rent,5,2019-06-20,Self,Self,40.0
91914,Flat,40000,DHA Defence,Karachi,Sindh,24.805045,67.064323,2,For Rent,2,2019-07-03,Tayyab Enterprises,Arbab Khan,4.2
91915,Flat,35000,DHA Defence,Karachi,Sindh,24.80824,67.06822199999999,2,For Rent,2,2019-06-20,Aspire Enterprises,Waqas Memon,4.2
91916,Flat,45000,DHA Defence,Karachi,Sindh,24.800643,67.06470300000001,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,5.3
91917,Flat,50000,DHA Defence,Karachi,Sindh,24.797098,67.050927,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,5.3
91918,Flat,80000,DHA Defence,Karachi,Sindh,24.797098,67.050927,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,8.0
91919,Flat,35000,DHA Defence,Karachi,Sindh,24.81455,67.070672,2,For Rent,2,2019-06-20,Aspire Enterprises,Waqas Memon,4.2
91920,Flat,50000,DHA Defence,Karachi,Sindh,24.81455,67.070672,2,For Rent,2,2019-06-20,Aspire Enterprises,Waqas Memon,5.3
91921,Flat,90000,DHA Defence,Karachi,Sindh,24.81455,67.070672,2,For Rent,2,2019-06-20,Aspire Enterprises,Waqas Memon,8.0
91922,Flat,75000,DHA Defence,Karachi,Sindh,24.80824,67.06822199999999,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,6.4
91923,Flat,90000,DHA Defence,Karachi,Sindh,24.81455,67.070672,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,7.8
91924,Flat,90000,DHA Defence,Karachi,Sindh,24.80824,67.06822199999999,3,For Rent,3,2019-06-20,Aspire Enterprises,Waqas Memon,8.0
91925,Lower Portion,50000,Gulistan-e-Jauhar,Karachi,Sindh,24.91800161748,67.128247348826,3,For Rent,3,2019-06-20,Self,Self,9.2
91926,Lower Portion,95000,DHA Defence,Karachi,Sindh,24.817218,67.07999699999999,3,For Rent,3,2019-07-12,Kainat Associates,Qaim Ali,12.0
91928,Lower Portion,25000,H-13,Islamabad,Islamabad Capital,33.638123,72.984246,3,For Rent,4,2019-06-20,Self,Self,6.0
91929,House,220000,F-7,Islamabad,Islamabad Capital,33.720556,73.06499000000001,6,For Rent,5,2019-06-20,Zain Abbass Real Estate,Syed Zain,20.0
91930,Upper Portion,75000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-06-20,Land Square Estate,Waseem Kazmi,20.0
91931,House,55000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,5,For Rent,5,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,10.0
91932,Upper Portion,37000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,3,For Rent,3,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,20.0
91933,Upper Portion,40000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,3,For Rent,3,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,20.0
91934,Upper Portion,27000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,2,For Rent,2,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,10.0
91938,Upper Portion,25000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,3,For Rent,3,2019-06-20,Samar Enterprises,Haq Nawaz Ch Anwar,10.1
91940,House,185000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,6,For Rent,5,2019-06-20,FJ Enterprises,Faisal Malik,20.0
91941,Lower Portion,52000,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,2,For Rent,2,2019-06-20,ApniChat. Com,Zawar Nazir,20.0
91942,House,550000,F-6,Islamabad,Islamabad Capital,33.730907,73.074431,9,For Rent,7,2019-06-20,ApniChat. Com,Zawar Nazir,26.0
91943,House,50000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,3,For Rent,2,2019-06-27,M. M Real Estate,khawar khan,10.0
91944,Upper Portion,50000,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.17541800000001,4,For Rent,3,2019-06-20,Al Rayyan Real Estate & Builders,Malik Faysal Rehan,20.0
91945,Upper Portion,110000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,4,For Rent,3,2019-06-20,Johar Estate,Sohail Iqbal,20.0
91946,Lower Portion,45000,G-9,Islamabad,Islamabad Capital,33.686496000000005,73.039076,1,For Rent,2,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,10.0
91947,Upper Portion,35000,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,1,For Rent,2,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,5.0
91948,Upper Portion,55000,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,2,For Rent,2,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,12.0
91949,Upper Portion,30000,I-10,Islamabad,Islamabad Capital,33.642563,73.03599399999999,2,For Rent,2,2019-06-20,Shaheen Enterprises,Mr. Imran Tanoli,6.7
91950,Lower Portion,75000,G-10,Islamabad,Islamabad Capital,33.67989,73.01264,3,For Rent,3,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,20.0
91951,Lower Portion,42000,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,2,For Rent,2,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,8.0
91952,Upper Portion,35000,G-10,Islamabad,Islamabad Capital,33.671890000000005,73.012254,2,For Rent,2,2019-06-20,Kaka Khel Property,Mian Irfan Ali Shah,6.0
91953,Lower Portion,20000,I-10,Islamabad,Islamabad Capital,33.642563,73.03599399999999,1,For Rent,2,2019-06-20,Shaheen Enterprises,Mr. Imran Tanoli,4.0
91954,Upper Portion,25000,I-10,Islamabad,Islamabad Capital,33.642563,73.03599399999999,2,For Rent,2,2019-06-20,Select Homes,"Qaiser Shahzad, Chaudhary Waseem",4.4
91955,House,300000,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,6,For Rent,6,2019-06-20,Al Sahar Estate,Nasir Mahmood,26.0
91956,Upper Portion,75000,G-11,Islamabad,Islamabad Capital,33.675604,73.000367,3,For Rent,3,2019-06-20,Mubashir Estate,Adeel Mughal,20.0
91957,Upper Portion,30000,G-10,Islamabad,Islamabad Capital,33.671890000000005,73.012254,2,For Rent,1,2019-06-20,Mubashir Estate,Adeel Mughal,6.0
91958,House,55000,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,3,For Rent,3,2019-06-20,Mubashir Estate,Adeel Mughal,6.0
91959,Lower Portion,60000,G-9,Islamabad,Islamabad Capital,33.682675,73.030243,3,For Rent,3,2019-06-20,Mubashir Estate,Adeel Mughal,12.0
91960,Upper Portion,65000,G-10,Islamabad,Islamabad Capital,33.67989,73.01264,3,For Rent,3,2019-06-20,Mubashir Estate,Adeel Mughal,10.0
91961,Upper Portion,80000,G-10,Islamabad,Islamabad Capital,33.686139000000004,73.018134,3,For Rent,3,2019-06-20,Mubashir Estate,Adeel Mughal,20.0
91962,House,80000,I-10,Islamabad,Islamabad Capital,33.642563,73.03599399999999,6,For Rent,7,2019-06-20,Shaheen Enterprises,Mr. Imran Tanoli,4.4
91963,House,110000,F-10,Islamabad,Islamabad Capital,33.691781,73.000288,3,For Rent,3,2019-06-20,Johar Estate,Zeeshan Iqbal,22.0
91964,Flat,4000000,B-17,Islamabad,Islamabad Capital,33.680211,72.816696,1,For Sale,1,2019-06-19,Silver Estate,Ibrar Khan,2.0
91965,House,45000000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,5,2019-06-30,VIP Properties,Fahad Ali,20.0
91966,House,45000000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,7,For Sale,6,2019-06-19,Al Taj Real Estate,Malik Sadam,20.0
91967,House,150000000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,9,For Sale,9,2019-06-19,Gujjar Property House,shahroz akram,26.0
91968,House,3500000,Lehtarar Road,Islamabad,Islamabad Capital,33.639311,73.148646,3,For Sale,2,2019-06-20,Self,Self,5.0
91969,House,14000000,National Police Foundation O-9,Islamabad,Islamabad Capital,33.576471999999995,73.13221,5,For Sale,5,2019-06-19,SWS Real Estate,Muhammad suleman,7.0
